panel_type,tag,channel,tag_active,tag_optimize_available,cat_code,pdv2_product_id,cat_number,product,target,clone,species,test_species,category,reagent_class,size,signal_di,tolerance_di,signal_legacy,tolerance_legacy,abundance,cell,stim,custom_avail,optimize_avail,release_date,active,price,pdf_url,notes
Flow,175Lu,175,1,1,FDM,421,3175009A,Anti-pS6 (pS235/236) (N7-548) -175Lu,pS6 [S235/S236],N7-548,Cross,,Signaling and Transcription,Metal-Conjugated Antibodies,50 test,1253,251.0,H,7.0,,Jurkat,"PMA/Iono, 30 min",1,1,2013-06-28,yes,0.00,TDS_3175009A.pdf,
Flow,141Pr,141,1,1,FDM,243,3141002A,Anti-pSHP2 [pY580] (D66F10) -141Pr ,pSHP2 [Y580],D66F10,Cross,,Signaling and Transcription,Metal-Conjugated Antibodies,50 test,34,4.0,,,,Jurkat,"Wortmannin, 15 min",1,1,2012-12-31,yes,0.00,TDS_3141002A.pdf,NEW
Flow,156Gd,156,1,1,FDM,257,3156003A,Anti-pSLP-76[pY128] (J141-668.36.58) -156Gd,pSLP-76 [Y128],J141-668.36.58,Cross,,Signaling and Transcription,Metal-Conjugated Antibodies,50 test,333,7.6,,,,Jurkat,"PVO4, 15 min",1,1,2012-12-31,yes,0.00,TDS_3156003A.pdf,
Flow,153Eu,153,1,1,FDM,251,3153003A,Anti-pStat1 [pY701] (58D6) - 153Eu,pStat1 [Y701],58D6,Cross,human,Signaling and Transcription,Metal-Conjugated Antibodies,50 test,1893,379.0,,,,PBMC,"IFN-g, 15 min",1,1,2012-12-31,yes,0.00,TDS_3153003A.pdf,NEW
Flow,158Gd,158,1,1,FDM,293,3158005A,Anti- Human/Mouse pStat3[Y705](4/P-STAT3) -158Gd,pStat3 [Y705],4/P-Stat3,Human/Mouse,Human,Signaling and Transcription,Metal-Conjugated Antibodies,50 test,159,32.0,,,,Jurkat,"PVO4, 15 min",1,1,2012-12-31,yes,0.00,TDS_3158005A.pdf,NEW
Flow,148Nd,148,1,1,FDM,688,3148006A,Anti-pStat4 [Y693](38/p-Stat4) -148Nd,pStat4 [Y693],38,Cross,Human,Signaling and Transcription,Metal-Conjugated Antibodies,50 Test,138,4.0,,,,Jurkat,"pervanadate, 15 min",1,1,2015-05-02,yes,0.00,TDS_3148006A.pdf,
Flow,174Yb,174,1,1,FDM,334,3174005A,Anti-pStat4 [Y693] (38/p-Stat4) -174Yb,pStat4 [Y693],38,Cross,human,Signaling and Transcription,Metal-Conjugated Antibodies,50 test,1972,43.0,,,,Jurkat,"PVO4, 15 min",1,1,2012-12-31,yes,0.00,TDS_3174005A.pdf,NEW
Flow,147Sm,147,1,1,FDM,735,3147012A,Anti- pStat5 [Y694] (47) -147Sm,pStat5 [Y694],47,Human/Mouse/Rat,Human,Signaling and Transcription,Metal-Conjugated Antibodies,50 test,444,11.0,,,,Jurkat ,"Pervanadate, 15 min",1,1,2015-06-15,yes,0.00,TDS_3147012A.pdf,
Flow,150Nd,150,1,1,FDM,310,3150005A,Anti-pStat5 [Y694] (47) -150Nd,pStat5 [Y694],47,Human/Mouse/Rat,Human,Signaling and Transcription,Metal-Conjugated Antibodies,50 test,1168,234.0,,0.0,,Jurkat,"PVO4, 15 min",1,1,2012-12-31,yes,0.00,TDS_3150005A.pdf,NEW
Flow,149Sm,149,1,1,FDM,722,3149004A,Anti-Human pStat6 (18/pStat6) -149Sm,pStat6 [Y641],18,Human,Human,Signaling and Transcription,Metal-Conjugated Antibodies,50 test,104,4.0,,,,U937,"IL4, 15min",1,1,2015-05-29,yes,0.00,TDS_3149004A.pdf,
Flow,168Er,168,1,0,FDM,687,3168012A,Anti-Human pStat6 [Y641](18) -168Er,pStat6 [Y641],18,Human,Human,Signaling and Transcription,Metal-Conjugated Antibodies,50 Test,89,3.0,,,,U937,"IL-4, 15 min",1,1,2015-05-02,yes,0.00,TDS_3168012A.pdf,
Flow,175Lu,175,1,1,FDM,335,3175005A,Anti-Human pStat6 [Y641] (18/P-Stat6) -175Lu,pStat6 [Y641],18,Human,human,Signaling and Transcription,Metal-Conjugated Antibodies,50 test,100,3.2,,,,U937,"IL-4, 15 min",1,1,2012-12-31,yes,0.00,TDS_3175005A.pdf,NEW
Flow,144Nd,144,1,0,FDM,240,3144003A,Anti-pTyrosine [Y100] -144Nd,pTyrosine [Y100],P-Tyr-100,Cross,human,Signaling and Transcription,Metal-Conjugated Antibodies,50 test,1410,64.0,,,,Jurkat,"PVO4, 15 min",1,1,2012-12-31,yes,0.00,TDS_3144003A.pdf,NEW
Flow,171Yb,171,1,1,FDM,250,3171005A,Anti-pZAP70[pY319]/Syk[pY352] (17a) -171Yb,pZAP70 [Y319]/Syk [Y352],17a,Cross,human,Signaling and Transcription,Metal-Conjugated Antibodies,50 test,598,15.0,,,,Jurkat,"PVO4, 15 min",1,1,2012-12-31,yes,0.00,TDS_3171005A.pdf,NEW
Flow,156Gd,156,1,1,FDM,241,3156002A,Anti-p38 [pT180/pY182] (D3F9) -156Gd,p-p38 [T180/Y182],D3F9,Cross,Human,Signaling and Transcription,Metal-Conjugated Antibodies,50 test,40,8.0,,,,Jurkat,"PVO4, 15 min",1,1,2012-12-31,yes,0.00,TDS_3156002A.pdf,NEW
Flow,163Dy,163,1,1,FDM,830,3163018B,Anti-Human Semaphorin 6A (169203)-163Dy,Semaphorin 6A,169203,Human ,Human,CD and Surface Markers,Metal-Conjugated Antibodies,100 Test,295,16.0,,,,K562,None,1,1,2015-08-14,yes,0.00,TDS_3163018B.pdf,
Flow,164Dy,164,1,1,FDM,866,3164017B,Anti-Human Siglec 8 (7C9)-164Dy,Siglec-8,7C9,Human ,human,CD and Surface Markers,Metal-Conjugated Antibodies,100 Test,18,4.0,,,,PBMC,none,1,1,2015-08-14,yes,0.00,TDS_3164017B.pdf,
Flow,155Gd,155,1,1,FDM,759,3155004B,Anti-Human Siglec 9 (K8) -155Gd,Siglec-9,K8,Human,Human,CD and Surface Markers,Metal-Conjugated Antibodies,100 Test,450,90.0,,,,PBMC,None,1,1,2015-07-08,yes,0.00,TDS_3155004B.pdf,
Flow,150Nd,150,1,1,FDM,658,3150019B,Anti-Human Sox2 (O30-678) -150Nd,Sox2,O30-678,Human,Human,Signaling and Transcription,Metal-Conjugated Antibodies,100 test,1980,396.0,,,,ES cells (U. Conn.),None,1,1,2015-03-18,yes,0.00,TDS_3150019B.pdf,
Flow,173Yb,173,1,1,FDM,836,3173003A,Anti-Human Stat3 (124H6)-173Yb,Stat3,124H6,Human,human,Signaling and Transcription,Metal-Conjugated Antibodies,50 Test ,479,96.0,,,,PBMC,none,1,1,2015-08-14,yes,0.00,TDS_3173003A.pdf,
Flow,149Sm,149,1,1,FDM,904,3149020B,Anti-Human Syk (4D10.2)-149Sm,SyK,4D10.2,Human,Human,Signaling and Transcription,Metal-Conjugated Antibodies,100 Test,342,68.0,,,,Whole blood,none,1,1,2015-10-29,yes,0.00,TDS_3149020B.pdf,
Flow,160Gd,160,1,1,FDM,409,3160010B,Anti-Human/Mouse Tbet (4B10) -160Gd,Tbet,4B10,Human/Mouse,,Signaling and Transcription,Metal-Conjugated Antibodies,100 test,146,29.0,M,14.0,,PBMC,none,1,1,2013-05-24,no,0.00,TDS_3160010B.pdf,
Flow,161Dy,161,1,1,FDM,717,3161014B,Anti-Human/Mouse Tbet (4B10) -161Dy,Tbet,4B10,Human/Mouse,Human,Signaling and Transcription,Metal-Conjugated Antibodies,100 test,139,28.0,,,,PBMC,None,1,1,2015-05-29,no,0.00,TDS_3161014B.pdf,
Flow,141Pr,141,1,1,FDM,1852,3141022B,Anti-TCRab (T10B9.1A-31) - 141Pr,TCRab,T10B9.1A-31,Human,Human,CD and Surface Makers,Metal-Conjugated Antibodies,100 test,125,24.942,,,,,,1,1,,yes,,,
Flow,176Yb,176,1,1,FDM,795,3176015B,Anti-Human TCRa/b (IP26) -176Yb ,TCR alpha beta,IP26,Human,Human,CD and Surface Markers,Metal-Conjugated Antibodies,100 Test,50,10.0,,,,PBMC,None,1,1,2015-07-08,yes,0.00,TDS_3176015B.pdf,
Flow,152Sm,152,1,0,FDM,337,3152008B,Anti-Human TCRgd (11F2) -152Sm,TCR gamma delta,11F2,Human,,CD and Surface Markers,Metal-Conjugated Antibodies,100 test,68,14.0,M,14.0,,PBMC,none,1,1,2012-12-31,yes,0.00,TDS_3152008B.pdf,NEW
Flow,164Dy,164,1,1,FDM,1199,201325,"Human TCRgd (B1)-164Dy- MDIPA Kit, not sold separately",TCR gamma delta (Kit Only),B1,Human,,,Metal-Conjugated Antibodies,,127,16.0,,26.0,,,,1,1,,yes,,,
Flow,170Er,170,1,1,FDM,821,3170015B,Anti-Human Invariant NK T (6B11)-170Er,TCR Va24-Ja18,6B11,Human ,human,CD and Surface Markers,Metal-Conjugated Antibodies,100 Test,19,4.0,,,,human PBMCs,none,1,1,2015-08-14,yes,0.00,TDS_3170015B.pdf,
Flow,153Eu,153,1,1,FDM,967,3153024B,Anti-Human TCR Va7.2,TCR Va7.2 ,3C10,Human ,Human,CD and Surface Markers,Metal-Conjugated Antibodies,100 Test ,55,10.94,,,,PBMC,None,1,1,2016-04-19,yes,0.00,TDS_3153024B.pdf,
Flow,164Dy,164,1,1,FDM,654,3164015B,Anti-Human TdT (E17-1519) -164Dy,TdT,E17-1519,Human,Human,Signaling and Transcription,Metal-Conjugated Antibodies,100 test,60,12.0,,,,NALM-6,None,1,1,2015-03-18,yes,0.00,TDS_3164015B.pdf,
Flow,163Dy,163,1,1,FDM,750,3163010B,Anti-Human TGFbeta (TW4-6H10) -163Dy ,TGFbeta,TW4-6H10,Human,Human,Cytokines,Metal-Conjugated Antibodies,100 Test,41,8.0,,,,PBMC,None,1,1,2015-06-15,yes,0.00,TDS_3163010B.pdf,
Flow,164Dy,164,1,1,FDM,1856,3164033B,Anti-TGF-Beta1/LAP (S20006A) - 164Dy,TGF-Beta1/LAP,S20006A,Human,Human,CD and Surface Makers,Metal-Conjugated Antibodies,100 test,22,2.37228,,,,,,1,1,,yes,,,
Flow,146Nd,146,1,1,FDM,940,3146016B,Anti-Human Thioredoxin (2G11/TRX)-146Nd,Thioredoxin,2G11/TRX,Human ,Human,Signaling and Transcription,Metal-Conjugated Antibodies,100 Test ,1104,221.0,,,,K-562,None,1,1,2016-02-04,yes,0.00,TDS_3146016B.pdf,
Flow,153Eu,153,1,1,FDM,686,3153019B,Anti-Human TIGIT (MBSA43) -153Eu,TIGIT,MBSA43,Human,Human,CD and Surface Markers,Metal-Conjugated Antibodies,100 Test,10,2.0,,,,PBMC,None,1,1,2015-05-02,yes,0.00,TDS_3153019B.pdf,
Flow,154Sm,154,1,1,FDM,864,3154016B,Anti-Human TIGIT (MBSA43)-154Sm,TIGIT,MBSA43,Human,Human,CD and Surface Markers,Metal-Conjugated Antibodies,100 Test,43,9.0,,,,PBMCs,None,1,1,2015-08-14,yes,0.00,TDS_3154016B.pdf,
Flow,159Tb,159,1,1,FDM,1153,3159038B,Anti-Human TIGIT (MBSA43) - 159Tb - 100 Tests,TIGIT,MBSA43,Human ,,IO,Metal-Conjugated Antibodies,100 Test,68,13.0,,,,PBMC,,1,1,2020-01-07,yes,0.00,,
Flow,166Er,166,1,1,FDM,1874,3166033B,Anti-TIGIT (MBSA43) - 166Er,TIGIT,MBSA43,Human,Human,CD and Surface Makers,Metal-Conjugated Antibodies,100 test,83,16.6142,,,,,,1,1,,yes,,,
Flow,209Bi,209,1,1,FDM,1152,3209013B,Anti-Human TIGIT (MBSA43) - 209Bi - 100 Tests,TIGIT,MBSA43,Human ,,IO,Metal-Conjugated Antibodies,100 Test,46,9.0,,,,PBMC,,1,1,2020-01-07,yes,0.00,,
Flow,161Dy,161,1,1,FDM,905,3161021B,Anti-Human Tim-4 (9F4)-161Dy,Tim-4,9F4,Human,Human,CD and Surface Markers,Metal-Conjugated Antibodies,100 Test,43,9.0,,,,U266,None,1,1,2015-10-29,yes,0.00,TDS_3161021B.pdf,
Flow,114Cd,114,1,0,FDM,1953,3114002C,Anti-Human TNFα (Mab11) - 114Cd,TNF alpha,Mab11,Human,Human,Cytokines,Metal-Conjugated Antibodies,25 Test,148,29.5074,,,,,,1,1,,yes,,,
Flow,146Nd,146,1,1,FDM,579,3146010B,Anti-Human TNFalpha (Mab11) -146Nd,TNF alpha,Mab11,Human,Human,Cytokines,Metal-Conjugated Antibodies,100 test,516,103.0,,,,PBMC,"PMA/Ionomycin, 6 hrs",1,1,2014-08-29,yes,0.00,TDS_3146010B.pdf,
Flow,152Sm,152,1,0,FDM,53,3152002B,Anti-Human TNFalpha (Mab11) -152Sm,TNF alpha,Mab11,Human,,Cytokines,Metal-Conjugated Antibodies,100 test,516,103.0,H,15.0,,PBMC,"PMA/Iono, 6 hrs",1,1,2012-12-31,yes,0.00,TDS_3152002B.pdf,
Flow,175Lu,175,1,1,FDM,677,3175023B,Anti-Human TNFa (Mab11)-175Lu,TNF alpha,Mab11,Human,Human,Cytokines,Metal-Conjugated Antibodies,100 Test,137,27.0,,,,PBMC,"PMA/Iono, 5 hrs",1,1,2015-05-02,yes,0.00,TDS_3175023B.pdf,
Flow,148Nd,148,1,1,FDM,659,3148012B,Anti-Human TRA-1-60 (TRA-1-60) -148Nd,TRA-1-60,TRA-1-60,Human,Human,CD and Surface Markers,Metal-Conjugated Antibodies,100 test,15,3.0,,,,ES cells (U. Conn.),None,1,1,2015-03-18,yes,0.00,TDS_3148012B.pdf,
Flow,149Sm,149,1,1,FDM,829,3149019B,Anti-Human TrkA (165131)-149Sm,TrkA,165131,Human,Human,CD and Surface Markers,Metal-Conjugated Antibodies,100 Test,29,6.0,,,,K562,None,1,1,2015-08-14,yes,0.00,TDS_3149019B.pdf,
Flow,158Gd,158,1,1,FDM,974,3158026B,Anti-Human TSLP-R (1B4)-158Gd,TSLP-R,1B4,Human ,Human,CD and Surface Markers,Metal-Conjugated Antibodies,100 Test,11,3.0,,,,PBMC,GM-CSF,1,1,2016-05-04,yes,0.00,TDS_3158026B.pdf,
Flow,155Gd,155,1,1,FDM,961,3155010A,Anti-Human VE-cadherin (D87F2)-155Gd,VE-cadherin,D87F2,Human ,Human ,CD and surface markers,Metal-Conjugated Antibodies,50 Test ,21,4.0,,,,MCF7,None,1,1,2016-04-19,yes,0.00,TDS_3155010A.pdf,
Flow,154Sm,154,1,1,FDM,725,3154014A,Anti-Cross Vimentin (D21H3) -154Sm,Vimentin,D21H3,Cross,Human,Structure and Cytoskeleton,Metal-Conjugated Antibodies,50 Test,1071,19.0,,,,Hela,None,1,1,2015-06-15,yes,0.00,TDS_3154014A.pdf,
Flow,156Gd,156,1,1,FDM,817,3156023A,Anti- Vimentin (RV202)-156Gd,Vimentin,RV202,Cross,human,Structure and Cytoskeleton,Metal-Conjugated Antibodies,50 Test,104,21.0,,,,Hela/Jurkat,none,1,1,2015-08-14,yes,0.00,TDS_3156023A.pdf,
IMC,141Pr,141,1,0,FDM,1785,91H052141,Anti-AlphaSyn (E4U2F)-141Pr—15 ug,AlphaSyn,E4U2F,"Human, Mouse","Human, Mouse",FFPE,Metal-Conjugated Antibodies,15 ug,100,1.0,,,,,,1,1,,yes,,,Imaging Mass Cytometry
IMC,149Sm,149,1,0,FDM,1786,91H052149,Anti-AlphaSyn (E4U2F)-149Sm—15 ug,AlphaSyn,E4U2F,"Human, Mouse","Human, Mouse",FFPE,Metal-Conjugated Antibodies,15 ug,100,1.0,,,,,,1,1,,yes,,,Imaging Mass Cytometry
IMC,158Gd,158,1,0,FDM,1787,91H052158,Anti-AlphaSyn (E4U2F)-158Gd—15 ug,AlphaSyn,E4U2F,"Human, Mouse","Human, Mouse",FFPE,Metal-Conjugated Antibodies,15 ug,100,1.0,,,,,,1,1,,yes,,,Imaging Mass Cytometry
IMC,209Bi,209,1,0,FDM,1764,91H001209,Anti-Human Alpha-Smooth Muscle Actin (1A4)-209Bi—25 ug,Alpha-Smooth Muscle Actin,1A4,Human,Human,FFPE,Metal-Conjugated Antibodies,25 ug,100,1.0,,,,,,1,1,,yes,,,Imaging Mass Cytometry
IMC,141Pr,141,1,0,FDM,1794,91H055141,Anti-APP (4G8)-141Pr—15 ug,APP,4G8,"Human, Mouse","Human, Mouse",FFPE,Metal-Conjugated Antibodies,15 ug,100,1.0,,,,,,1,1,,yes,,,Imaging Mass Cytometry
IMC,158Gd,158,1,0,FDM,1795,91H055158,Anti-APP (4G8)-158Gd—15 ug,APP,4G8,"Human, Mouse","Human, Mouse",FFPE,Metal-Conjugated Antibodies,15 ug,100,1.0,,,,,,1,1,,yes,,,Imaging Mass Cytometry
IMC,172Yb,172,1,0,FDM,1796,91H055172,Anti-APP (4G8)-172Yb—15 ug,APP,4G8,"Human, Mouse","Human, Mouse",FFPE,Metal-Conjugated Antibodies,15 ug,100,1.0,,,,,,1,1,,yes,,,Imaging Mass Cytometry
IMC,164Dy,164,1,0,FDM,1347,3164027D,Anti-Arginase-1 (D4E3M)-164Dy—25 µg,ARGINASE-1,D4E3M,"Cross,Human","Cross,Human",FFPE,Metal-Conjugated Antibodies,25 µg,100,1.0,,,,,,1,1,,yes,,,Imaging Mass Cytometry
IMC,141Pr,141,1,0,FDM,1346,3141017D,Anti-Alpha-Smooth Muscle Actin (1A4)-141Pr—25 µg,aSMA/ACTA2,1A4,"Human,Mouse","Human,Mouse","FFPE,Frozen",Metal-Conjugated Antibodies,25 µg,100,1.0,,,,,,1,1,,yes,,,Imaging Mass Cytometry
IMC,142Nd,142,1,0,FDM,1344,91H001142,Anti-Alpha-Smooth Muscle Actin (1A4 )142Nd—15 µg,aSMA/ACTA2,1A4,"Human, Mouse","Human, Mouse","FFPE,Frozen",Metal-Conjugated Antibodies,15 µg,100,1.0,,,,,,1,1,,yes,,,Imaging Mass Cytometry
IMC,153Eu,153,1,0,FDM,1345,91H001153,Anti-Alpha-Smooth Muscle Actin (1A4 )153Eu—15 µg,aSMA/ACTA2,1A4,"Human, Mouse","Human, Mouse","FFPE,Frozen",Metal-Conjugated Antibodies,15 µg,100,1.0,,,,,,1,1,,yes,,,Imaging Mass Cytometry
IMC,145Nd,145,1,0,FDM,1913,3145023D,Anti-ATP5A (EPR13030(B))-145Nd—25 ug,ATP5A,EPR13030(B),"Human, mouse, rat","Human, mouse, rat",FFPE,Metal-Conjugated Antibodies,25 µg,100,1.0,,,,,,1,1,,yes,,,
IMC,166Er,166,1,0,FDM,1348,3166030D,Anti-Human B7-H4 (H74)-166Er—25 µg,B7-H4,H74,Human,Human,FFPE,Metal-Conjugated Antibodies,25 µg,100,1.0,,,,,,1,1,,yes,,,Imaging Mass Cytometry
IMC,146Nd,146,1,0,FDM,1349,3146019D,Anti-BCL-2 (EPR17509)-146Nd,BCL-2,EPR17509,"Human,Mouse","Human,Mouse",FFPE,Metal-Conjugated Antibodies,25 µg,100,1.0,,,,,,1,1,,yes,,,Imaging Mass Cytometry
IMC,147Sm,147,1,0,FDM,1350,3147020D,Anti-Human/Mouse BCL-6 (K112-91)-147Sm—25 µg,Bcl-6,K112-91,"Human,Mouse","Human,Mouse",FFPE,Metal-Conjugated Antibodies,25 µg,100,1.0,,,,,,1,1,,yes,,,Imaging Mass Cytometry
IMC,154Sm,154,1,0,FDM,1351,3154021D,Anti-Beta-Actin (2F1-1)-154Sm—25 µg,beta-Actin,2F1-1,"Cross,Human,Mouse","Cross,Human,Mouse",FFPE,Metal-Conjugated Antibodies,25 µg,100,1.0,,,,,,1,1,,yes,,,Imaging Mass Cytometry
IMC,147Sm,147,1,0,FDM,1355,91H022147,Anti-Beta-Catenin (5H10)-147Sm—15 µg,beta-Catenin,5H10,"Human, Mouse, Rat","Human, Mouse, Rat",FFPE,Metal-Conjugated Antibodies,15 µg,100,1.0,,,,,,1,1,,yes,,,Imaging Mass Cytometry
IMC,151Eu,151,1,0,FDM,1356,91H022151,Anti-Beta-Catenin (5H10)-151Eu—15 µg,beta-Catenin,5H10,"Human, Mouse, Rat","Human, Mouse, Rat",FFPE,Metal-Conjugated Antibodies,15 µg,100,1.0,,,,,,1,1,,yes,,,Imaging Mass Cytometry
IMC,165Ho,165,1,0,FDM,1353,3165040D,Anti-Beta-Catenin (D10A8)-165Ho—25 µg,beta-Catenin,D10A8,"Cross,Human","Cross,Human",Frozen,Metal-Conjugated Antibodies,25 µg,100,1.0,,,,,,1,1,,yes,,,Imaging Mass Cytometry
IMC,169Tm,169,1,0,FDM,1352,91H022169,Anti-Beta-Catenin (5H10)-169Tm—15 µg,beta-Catenin,5H10,"Human, Mouse, Rat","Human, Mouse, Rat",FFPE,Metal-Conjugated Antibodies,15 µg,100,1.0,,,,,,1,1,,yes,,,Imaging Mass Cytometry
IMC,172Yb,172,1,0,FDM,1358,91H022172,Anti-Beta-Catenin (5H10)-172Yb—15 µg,beta-Catenin,5H10,"Human, Mouse, Rat","Human, Mouse, Rat",FFPE,Metal-Conjugated Antibodies,15 µg,100,1.0,,,,,,1,1,,yes,,,Imaging Mass Cytometry
IMC,159Tb,159,1,0,FDM,1359,3159036D,Anti-Beta Tubulin (BT7R)-159Tb,beta-Tubulin,BT7R,"Cross,Human,Mouse","Cross,Human,Mouse",FFPE,Metal-Conjugated Antibodies,25 µg,100,1.0,,,,,,1,1,,yes,,,Imaging Mass Cytometry
IMC,172Yb,172,1,0,FDM,1360,3172030D,Anti-BRCA1 (MS110)-172Yb,BRCA1,MS110,"Human,Mouse","Human,Mouse",FFPE,Metal-Conjugated Antibodies,25 µg,100,1.0,,,,,,1,1,,yes,,,Imaging Mass Cytometry
IMC,141Pr,141,1,0,FDM,1903,91H068141,Anti-Calbindin 1 (EP3478)-141Pr-15ug,Calbindin 1,EP3478,"Human, Mouse, Rat","Human, Mouse, Rat",FFPE,Metal-Conjugated Antibodies,15 µg,100,1.0,,,,,,1,1,,yes,,,
IMC,160Gd,160,1,0,FDM,1904,91H068160,Anti-Calbindin 1 (EP3478)-160Gd-15ug,Calbindin 1,EP3478,"Human, Mouse, Rat","Human, Mouse, Rat",FFPE,Metal-Conjugated Antibodies,15 µg,100,1.0,,,,,,1,1,,yes,,,
IMC,161Dy,161,1,0,FDM,1905,91H068161,Anti-Calbindin 1 (EP3478)-161Dy-15ug,Calbindin 1,EP3478,"Human, Mouse, Rat","Human, Mouse, Rat",FFPE,Metal-Conjugated Antibodies,15 µg,100,1.0,,,,,,1,1,,yes,,,
IMC,172Yb,172,1,0,FDM,1361,3172027D,Anti-Cleaved Caspase 3 (5A1E)-172Yb—25 µg,Caspase-3 cleaved,5A1E,"Cross,Human","Cross,Human",FFPE,Metal-Conjugated Antibodies,25 µg,100,1.0,,,,,,1,1,,yes,,,Imaging Mass Cytometry
IMC,151Eu,151,1,0,FDM,1362,3151021D,Anti-Human CD107a/LAMP1 (H4A3)-151Eu—25 µg,CD107a/LAMP1,H4A3,Human,Human,FFPE,Metal-Conjugated Antibodies,25 µg,100,1.0,,,,,,1,1,,yes,,,Imaging Mass Cytometry
IMC,144Nd,144,1,0,FDM,1770,3144030D,Anti-Human CD11b (EPR1344)-144Nd—25 ug,CD11b,EPR1344,Human,Human,FFPE,Metal-Conjugated Antibodies,25 ug,100,1.0,,,,,,1,1,,yes,,,Imaging Mass Cytometry
IMC,146Nd,146,1,0,FDM,1363,91H007146,Anti-CD11b (EPR1344)-146Nd—15 µg,CD11b,EPR1344,"Human,Mouse","Human,Mouse",FFPE,Metal-Conjugated Antibodies,15 µg,100,1.0,,,,,,1,1,,yes,,,Imaging Mass Cytometry
IMC,149Sm,149,1,0,FDM,1364,3149028D,Anti-CD11b (EPR1344)-149Sm,CD11b,EPR1344,"Human,Mouse","Human,Mouse",FFPE,Metal-Conjugated Antibodies,25 µg,100,1.0,,,,,,1,1,,yes,,,Imaging Mass Cytometry
IMC,163Dy,163,1,0,FDM,1365,91H007163,Anti-CD11b (EPR1344)-163Dy—15 µg,CD11b,EPR1344,"Human,Mouse","Human,Mouse",FFPE,Metal-Conjugated Antibodies,15 µg,100,1.0,,,,,,1,1,,yes,,,Imaging Mass Cytometry
IMC,165Ho,165,1,0,FDM,1366,91H007165,Anti-CD11b (EPR1344)-165Ho—15 µg,CD11b,EPR1344,"Human,Mouse","Human,Mouse",FFPE,Metal-Conjugated Antibodies,15 µg,100,1.0,,,,,,1,1,,yes,,,Imaging Mass Cytometry
IMC,145Nd,145,1,0,FDM,1369,91H041145,Anti-CD11c (EP1347Y)-145Nd-15 ug,CD11c,EP1347Y,Human,Human,FFPE,Metal-Conjugated Antibodies,15 µg,100,1.0,,,,,,1,1,,yes,,,Imaging Mass Cytometry
IMC,151Eu,151,1,0,FDM,1370,91H041151,Anti-CD11c (EP1347Y)-151Eu-15 ug,CD11c,EP1347Y,Human,Human,FFPE,Metal-Conjugated Antibodies,15 µg,100,1.0,,,,,,1,1,,yes,,,Imaging Mass Cytometry
IMC,154Sm,154,1,0,FDM,1367,3154026D,Anti-CD11c (3.9)-154Sm—25 µg,CD11c,3.9,"Cross,Human","Cross,Human",Frozen,Metal-Conjugated Antibodies,25 µg,100,1.0,,,,,,1,1,,yes,,,Imaging Mass Cytometry
IMC,160Gd,160,1,0,FDM,1372,91H041160,Anti-CD11c (EP1347Y)-160Gd-15 ug,CD11c,EP1347Y,Human,Human,FFPE,Metal-Conjugated Antibodies,15 µg,100,1.0,,,,,,1,1,,yes,,,Imaging Mass Cytometry
IMC,168Er,168,1,0,FDM,1373,3168026D,Anti-CD127/IL-7Rα [EPR2955(2)]-168Er,CD127/IL7R,EPR2955(2),"Cross,Human,Mouse","Cross,Human,Mouse",FFPE,Metal-Conjugated Antibodies,25 µg,100,1.0,,,,,,1,1,,yes,,,Imaging Mass Cytometry
IMC,151Eu,151,1,0,FDM,1374,3151024D,Anti-CD134/OX40 (Polyclonal)-151Eu,CD134/OX40,Polyclonal,"Human,Mouse","Human,Mouse",FFPE,Metal-Conjugated Antibodies,25 µg,100,1.0,,,,,,1,1,,yes,,,Imaging Mass Cytometry
IMC,167Er,167,1,0,FDM,1887,3167027D,Anti-Human CD134/OX40 (ACT35)-167Er—25ug,CD134/OX40,ACT35,Human,Human,FFPE,Metal-Conjugated Antibodies,25 µg,100,1.0,,,,,,1,1,,yes,,,
IMC,144Nd,144,1,0,FDM,1375,3144025D,Anti-CD14 (EPR3653)-144Nd,CD14,EPR3653,"Human,Mouse","Human,Mouse",FFPE,Metal-Conjugated Antibodies,25 µg,100,1.0,,,,,,1,1,,yes,,,Imaging Mass Cytometry
IMC,148Nd,148,1,0,FDM,1376,91H003148,Anti-CD14 (EPR3653)-148Nd—15 µg,CD14,EPR3653,"Human,Mouse","Human,Mouse",FFPE,Metal-Conjugated Antibodies,15 µg,100,1.0,,,,,,1,1,,yes,,,Imaging Mass Cytometry
IMC,151Eu,151,1,0,FDM,1377,91H003151,Anti-CD14 (EPR3653)-151Eu—15 µg,CD14,EPR3653,"Human,Mouse","Human,Mouse",FFPE,Metal-Conjugated Antibodies,15 µg,100,1.0,,,,,,1,1,,yes,,,Imaging Mass Cytometry
IMC,153Eu,153,1,0,FDM,1379,91H003153,Anti-CD14 (EPR3653)-153Eu-15 ug,CD14,EPR3653,Human,Human,FFPE,Metal-Conjugated Antibodies,15 µg,100,1.0,,,,,,1,1,,yes,,,Imaging Mass Cytometry
IMC,160Gd,160,1,0,FDM,1380,91H003160,Anti-CD14 (EPR3653)-160Gd-15 ug,CD14,EPR3653,Human,Human,FFPE,Metal-Conjugated Antibodies,15 µg,100,1.0,,,,,,1,1,,yes,,,Imaging Mass Cytometry
IMC,163Dy,163,1,0,FDM,1378,91H003163,Anti-CD14 (EPR3653)-163Dy—15 µg,CD14,EPR3653,"Human,Mouse","Human,Mouse",FFPE,Metal-Conjugated Antibodies,15 µg,100,1.0,,,,,,1,1,,yes,,,Imaging Mass Cytometry
