panel_type,tag,channel,tag_active,tag_optimize_available,cat_code,pdv2_product_id,cat_number,product,target,clone,species,test_species,category,reagent_class,size,signal_di,tolerance_di,signal_legacy,tolerance_legacy,abundance,cell,stim,custom_avail,optimize_avail,release_date,active,price,pdf_url,notes
Flow,164Dy,164,1,1,FDM,228,3164004A,Anti-IkBa (Amino-terminal Antigen) (L35A5) -164Dy,IkBa,L35A5,Cross,,Signaling and Transcription,Metal-Conjugated Antibodies,50 test,111,6.0,,,,Jurkat,"PVO4, 15 min",1,1,2012-12-31,yes,0.00,TDS_3164004A.pdf,
Flow,143Nd,143,1,1,FDM,1013,3143024B,Anti-Human IKZF1 (16B5C71)-143Nd,IKZF1/IKAROS,16B5C71,Human ,Human,Signaling & Transcription Antibodies,Metal-Conjugated Antibodies,100 Test,145,30.0,,,,PBMC,None,1,1,2017-06-19,yes,0.00,,
Flow,162Dy,162,1,0,FDM,1014,3162032B,Anti-Human IKZF3 (914821)-162Dy,IKZF3/AIOLOS,914821,Human ,Human,Signaling & Transcription Antibodies,Metal-Conjugated Antibodies,100 Test,102,20.0,,,,PBMC,None,1,1,2017-06-19,yes,0.00,,
Flow,148Nd,148,1,1,FDM,1880,3148025B,Anti-IL-10 (JES3-9D7) - 148Nd,IL-10,JES3-9D7,Human,Human,Cytokines,Metal-Conjugated Antibodies,100 test,152,6.0214,,,,,,1,1,,yes,,,
Flow,165Ho,165,1,1,FDM,1324,3165044,Anti-Human IL-10 (JES3-9D7) - 165Ho,IL-10,JES3-9D7,Human,Human,Cytokines,Metal-Conjugated Antibodies,100 Test,86,17.2838,,,,,,1,1,,yes,,,
Flow,166Er,166,1,1,FDM,419,3166008B,Anti-Human IL-10 (JES3-9D7) -166Er,IL-10,JES3-9D7,Human,,Cytokines,Metal-Conjugated Antibodies,100 test,54,11.0,H,7.0,,TH2-CD4,"PMA/Iono, 5 hrs",1,1,2013-06-14,yes,0.00,TDS_3166008B.pdf,
Flow,169Tm,169,1,1,FDM,865,3169016B,Anti-Human IL-13 (JES10-5A2)-169Tm,IL-13,JES10-5A2,Human ,human,Cytokines,Metal-Conjugated Antibodies,100 Test,240,48.0,,,,PBMC,6-hr PMA/Ionomycin,1,1,2015-08-14,yes,0.00,TDS_3169016B.pdf,
Flow,148Nd,148,1,1,FDM,371,3148008B,Anti-Human IL-17A (BL168) -148Nd,IL-17A,BL168,Human,,Cytokines,Metal-Conjugated Antibodies,100 test,24,3.0,H,7.6,,PBMC,"PMA/Iono, 6 hrs",1,1,2013-04-10,yes,0.00,TDS_3148008B.pdf,NEW
Flow,161Dy,161,1,1,FDM,622,3161008B,Anti-Human IL-17A (BL168) -161Dy,IL-17A,BL168,Human,Human,Cytokines,Metal-Conjugated Antibodies,100 test,620,24.0,,0.0,,PBMC,"PMA/Iono, 6 hrs",1,1,2015-01-29,yes,0.00,TDS_3161008B.pdf,
Flow,164Dy,164,1,1,FDM,52,3164002B,Anti-Human IL-17A (N49-653)-164Dy,IL-17A,N49-653,Human,,Cytokines,Metal-Conjugated Antibodies,100 test,149,3.0,H,21.0,,PBMC,"PMA/Iono, 6 hrs",1,1,2012-12-31,yes,0.00,TDS_3164002B.pdf,
Flow,169Tm,169,1,1,FDM,370,3169006B,Anti-Human IL-17A (BL168) -169Tm,IL-17A,BL168,Human,,Cytokines,Metal-Conjugated Antibodies,100 test,1000,21.0,H,21.0,,TH17-CD4,"PMA/Iono, 5 hrs",1,1,2013-04-10,yes,0.00,TDS_3169006B.pdf,NEW
Flow,172Yb,172,1,1,FDM,675,3172020B,Anti-Human IL-17A (BL168)-172Yb,IL-17A,BL168,Human,Human,Cytokines,Metal-Conjugated Antibodies,100 Test,765,16.0,,,,PBMC,"PMA/Iono, 5 hrs",1,1,2015-05-02,yes,0.00,TDS_3172020B.pdf,
Flow,195Pt,195,1,1,FDM,1882,3195002B,Anti-IL-17A (BL168) - 195Pt,IL-17A,BL168,Human,Human,Cytokines,Metal-Conjugated Antibodies,100 test,169,6.52692,,,,,,1,1,,yes,,,
Flow,166Er,166,1,1,FDM,451,3166010B,Anti-Human IL-17F (SHLR17) -166Er,IL-17F,SHLR17,Human,,Cytokines,Metal-Conjugated Antibodies,100 test,333,7.6,H,7.6,,TH17-CD4,"PMA/Iono, 5 hrs",1,1,2013-09-06,yes,0.00,TDS_3166010B.pdf,
Flow,172Yb,172,1,1,FDM,674,3172019B,Anti-Human IL-17F (SHLR17)-172Yb,IL-17F,SHLR17,Human,Human,Cytokines,Metal-Conjugated Antibodies,100 Test,1292,27.0,,,,Th17,"PMA/Iono, 5 hrs",1,1,2015-05-02,yes,0.00,TDS_3172019B.pdf,
Flow,209Bi,209,1,1,FDM,1327,3209016,Anti-Human IL-1b (CRM56) - 209Bi,IL-1b,CRM56,Human,Human,Cytokines,Metal-Conjugated Antibodies,100 Test,1665,332.957,,,,,,1,1,,yes,,,
Flow,112Cd,112,1,0,FDM,1951,3112002C,Anti-Human IL-2 (MQ1-17H12) - 112Cd,IL-2,MQ1-17H12,Human,Human,Cytokines,Metal-Conjugated Antibodies,25 Test,131,26.2614,,,,,,1,1,,yes,,,
Flow,144Nd,144,1,0,FDM,859,3144021B,Anti-Human IL-2 (MQ1-17H12)-144Nd,IL-2,MQ1-17H12,Human,Human,Cytokines,Metal-Conjugated Antibodies,100 Test,55,3.0,,,,PBMCs,PMA/Iono,1,1,2015-08-14,yes,0.00,TDS_3144021B.pdf,
Flow,158Gd,158,1,1,FDM,426,3158007B,Anti-Human IL-2 (MQ1-17H12) -158Gd,IL-2,MQ1-17H12,Human,,Cytokines,Metal-Conjugated Antibodies,100 test,659,13.0,H,7.6,,PBMC,"PMA/Iono, 5 hrs",1,1,2013-07-16,yes,0.00,TDS_3158007B.pdf,
Flow,166Er,166,1,1,FDM,48,3166002B,Anti-Human IL-2 (MQ1-17H12) -166Er,IL-2,MQ1-17H12,Human,,Cytokines,Metal-Conjugated Antibodies,100 test,456,16.0,M,4.4,,PBMC,"PMA/Iono, 6 hrs",1,1,2012-12-31,yes,0.00,TDS_3166002B.pdf,
Flow,172Yb,172,1,1,FDM,369,3172011B,Anti-Human Il-21 (3A3-N2) -172Yb,IL-21,3A3-N2,Human,,Cytokines,Metal-Conjugated Antibodies,100 test,22,3.0,M,2.4,,TH17-CD4,"PMA/Iono, 5 hrs",1,1,2013-04-10,yes,0.00,TDS_3172011B.pdf,NEW
Flow,150Nd,150,1,1,FDM,368,3150007B,Anti-Human IL-22 (22URTI) -150Nd,IL-22,22URTI,Human,,Cytokines,Metal-Conjugated Antibodies,100 test,139,28.0,H,15.0,,TH17-CD4,"PMA/Iono, 5 hrs",1,1,2013-04-10,yes,0.00,TDS_3150007B.pdf,NEW
Flow,161Dy,161,1,1,FDM,710,3161010B,Anti-Human IL-23 p19 (23dcdp) -161Dy,IL-23 p19 ,23dcdp,Human,Human,Cytokines,Metal-Conjugated Antibodies,100 test,75,3.0,,,,PBMC,"LPS, 24 hrs",1,1,2015-05-29,yes,0.00,TDS_3161010B.pdf,
Flow,142Nd,142,1,0,FDM,49,3142002B,Anti-Human IL-4 (MP4-25D2) -142Nd,IL-4,MP4-25D2,Human,,Cytokines,Metal-Conjugated Antibodies,100 test,111,22.0,M,2.4,,TH2-CD4,"PMA/Iono, 5 hrs",1,1,2012-12-31,yes,0.00,TDS_3142002B.pdf,
Flow,144Nd,144,1,0,FDM,406,3144010B,Anti-Human IL-4 (MP4-25D2) -144Nd ,IL-4,MP4-25D2,Human,,Cytokines,Metal-Conjugated Antibodies,100 test,10,3.0,,,,TH2-CD4,"PMA/Iono, 5 hrs",1,1,2013-05-24,yes,0.00,TDS_3144010B.pdf,
Flow,163Dy,163,1,1,FDM,685,3163011B,Anti-Human IL-4 (MP4-25D2)-163Dy,IL-4,MP4-25D2,Human,Human,Cytokines,Metal-Conjugated Antibodies,100 Test,247,7.0,,,,Th2,"PMA/Iono, 5 hrs",1,1,2015-05-02,yes,0.00,TDS_3163011B.pdf,
Flow,171Yb,171,1,1,FDM,1876,3171028B,Anti-IL-4 (MP4-25D2) - 171Yb,IL-4,MP4-25D2,Human,Human,Cytokines,Metal-Conjugated Antibodies,100 test,63,3.84898,,,,,,1,1,,yes,,,
Flow,143Nd,143,1,1,FDM,16,3143003B,Anti-Human/Mouse IL-5 (TRFK5) -143Nd,IL-5,TRFK5,Human/Mouse,,Cytokines,Metal-Conjugated Antibodies,100 test,113,22.0,,,,EL4,"PMA/Iono, 5 hrs",1,1,2012-12-31,yes,0.00,TDS_3143003B.pdf,
Flow,147Sm,147,1,1,FDM,1878,3147023B,Anti-IL-5 (TRFK5) - 147Sm,IL-5,TRFK5,Human,Human,Cytokines,Metal-Conjugated Antibodies,100 test,76,2.81296,,,,,,1,1,,yes,,,
Flow,151Eu,151,1,0,FDM,673,3151014B,Anti-Human/Mouse IL-5 (TRFK5)-151Eu,IL-5,TRFK5,Human/Mouse,Human,Cytokines,Metal-Conjugated Antibodies,100 Test,24,5.0,,,,Th2,"PMA/Iono, 5 hrs",1,1,2015-05-02,yes,0.00,TDS_3151014B.pdf,
Flow,106Cd,106,1,0,FDM,1317,3106003,Anti-Human IL-6 (MQ2-13A5) - 106Cd,IL-6,MQ2-13A5,Human,Human,Cytokines,Metal-Conjugated Antibodies,100 Test,116,23.2132,,,,,,1,1,,yes,,,
Flow,147Sm,147,1,1,FDM,51,3147002B,Anti-Human IL-6 (MQ2-13A5) -147Sm,IL-6,MQ2-13A5,Human,,Cytokines,Metal-Conjugated Antibodies,100 test,133,3.6,M,3.6,,PBMC,"LPS, 18 hrs",1,1,2012-12-31,yes,0.00,TDS_3147002B.pdf,
Flow,154Sm,154,1,1,FDM,712,3154011B,Anti-Human IL-6 (MQ2-13A5) -154Sm,IL-6,MQ2-13A5,Human,Human,Cytokines,Metal-Conjugated Antibodies,100 test,471,94.0,,,,PBMC,"LPS, 18 hrs",1,1,2015-05-29,yes,0.00,TDS_3154011B.pdf,
Flow,156Gd,156,1,1,FDM,407,3156011B,Anti-Human IL-6 (MQ2-13A5) -156Gd ,IL-6,MQ2-13A5,Human,,Cytokines,Metal-Conjugated Antibodies,100 test,30,3.0,M,3.6,,PBMC,"LPS, 18 hrs",1,1,2013-05-24,yes,0.00,TDS_3156011B.pdf,
Flow,168Er,168,1,0,FDM,820,3168013B,Anti-Human Integrin (Y9A2)-168Er,Integrin a9b1,Y9A2,Human ,human,CD and Surface Markers,Metal-Conjugated Antibodies,100 Test,12,3.0,,,,human whole blood,none,1,1,2015-08-14,yes,0.00,TDS_3168013B.pdf,
Flow,162Dy,162,1,0,FDM,794,3162026B,Anti-Human/Mouse Integrin b7 (FIB504) -162Dy,Integrin b7,FIB504,Human/Mouse,Human,CD and Surface Markers,Metal-Conjugated Antibodies,100 Test,18,4.0,,,,PBMC,None,1,1,2015-07-08,yes,0.00,TDS_3162026B.pdf,
Flow,174Yb,174,1,1,FDM,730,3174014A,Anti-Human Keratin CK8/18 (C51) -174Yb,Keratin (CK8/18),C51,Human,Human,Structure and Cytoskeleton,Metal-Conjugated Antibodies,50 Test,108,22.0,,,,Hela,None,1,1,2015-06-15,yes,0.00,TDS_3174014A.pdf,
Flow,161Dy,161,1,1,FDM,626,3161007B,Anti-Human Ki-67 (B56) -161Dy,Ki-67,B56,Cross,Human,Cell Cycle and Proliferation,Metal-Conjugated Antibodies,100 test,410,82.0,,,,PBMC,"PHA, 3 days",1,1,2015-01-29,yes,0.00,TDS_3161007B.pdf,
Flow,162Dy,162,1,0,FDM,467,3162012B,Anti-Human Ki-67 (B56) -162Dy,Ki-67,B56,Cross,Human,Cell Cycle and Proliferation,Metal-Conjugated Antibodies,100 test,1000,200.0,,,,PBMC,"anti-CD3, 2 days",1,1,2013-10-26,yes,0.00,TDS_3162012B.pdf,
Flow,168Er,168,1,0,FDM,54,3168001B,Anti-Human Ki-67 (Ki67) -168Er,Ki-67,Ki-67,Human,Human,Cell Cycle and Proliferation,Metal-Conjugated Antibodies,100 test,100,20.0,,,,PBMC,"PHA, 3 days",1,1,2012-12-31,yes,0.00,TDS_3168001B.pdf,
Flow,172Yb,172,1,1,FDM,740,3172024B,Anti-Human  Ki-67 (B56) -172Yb ,Ki-67,B56,Cross,Human,Cell Cycle and Proliferation,Metal-Conjugated Antibodies,100 Test,1794,37.0,,,,PBMC,"PHA, 3 days",1,1,2015-06-15,yes,0.00,TDS_3172024B.pdf,
Flow,162Dy,162,1,0,FDM,707,3162022A,Anti-Human KLF4 (Poly) -162Dy,KLF4,D1F2,Human,Human,Signaling and Transcription,Metal-Conjugated Antibodies,50 test,603,121.0,,,,NTERA2,None,1,1,2015-05-29,yes,0.00,TDS_3162022A.pdf,
Flow,153Eu,153,1,1,FDM,837,3153017B,Anti-Human LCK (LCK-01)-153Eu,LCK,LCK-01,Human,human,Signaling and Transcription,Metal-Conjugated Antibodies,100 test,32,6.0,,,,PBMC,none,1,1,2015-08-14,yes,0.00,TDS_3153017B.pdf,
Flow,161Dy,161,1,1,FDM,937,3161025B,Anti-Human LGR5 (4D11F8)-161Dy,Lgr5/Central LRR,4D11F8,Human ,Human,CD and Surface Markers,Metal-Conjugated Antibodies,100 Test ,18,4.0,,,,U-87 MG,None,1,1,2016-02-04,yes,0.00,TDS_3161025B.pdf,
Flow,153Eu,153,1,1,FDM,987,3153026B,Anti-Human/Mouse Mac-2/Galectin-3 (M3/38)-153Eu,Mac-2/Galectin-3,M3/38,Human/Mouse,Mouse,Cell Cycle and Proliferation,Metal-Conjugated Antibodies,100 Test ,16,3.0,,,,Bone Marrow ,None ,1,1,2016-06-24,yes,0.00,TDS_3153026B.pdf,
Flow,163Dy,163,1,1,FDM,696,3163006A,Anti-Human  MCL-1 (Poly)-163Dy,MCL-1,Polyclonal,Human,Human,Signaling and Transcription,Metal-Conjugated Antibodies,50 Test,174,35.0,,,,A431,None,1,1,2015-05-02,yes,0.00,TDS_3163006A.pdf,
Flow,167Er,167,1,0,FDM,933,3167017A,Anti-Human Met (D1C2)-167Er,Met,D1C2,Human ,Human,CD and Surface Markers,Metal-Conjugated Antibodies,50 Test ,84,17.0,,,,HepG2,None,1,1,2016-02-04,yes,0.00,TDS_3167017A.pdf,
Flow,174Yb,174,1,1,FDM,792,3174016B,Anti-Human MIC A/B (6D4) -174Yb,MICA/MICB ,6D4 ,Human,Human,CD and Surface Markers,Metal-Conjugated Antibodies,100 Test,14,3.0,,,,Hela,None,1,1,2015-07-08,yes,0.00,TDS_3174016B.pdf,
Flow,150Nd,150,1,1,FDM,259,3150004B,Anti-Human MIP1beta (D21-1351) -150Nd,MIP1beta,D21-1351,Human,,Cytokines,Metal-Conjugated Antibodies,100 test,243,49.0,,,,PBMC,"PMA/Iono, 6 hrs",1,1,2012-12-31,yes,0.00,TDS_3150004B.pdf,
Flow,160Gd,160,1,1,FDM,676,3160013B,Anti-Human/Mouse MIP1beta (D21-1351)-160Gd,MIP1beta,D21-1351,Human/Mouse,Human,Cytokines,Metal-Conjugated Antibodies,100 Test,25,3.0,,,,PBMC,"PMA/Iono, 6 hrs",1,1,2015-05-02,yes,0.00,TDS_3160013B.pdf,
Flow,155Gd,155,1,1,FDM,938,3155013B,Anti-Human Musashi-1 (14H1)-155Gd,Musashi-1/MSI1,14H1,Human ,Human,Signaling and Transcription,Metal-Conjugated Antibodies,100 Test ,79,16.0,,,,U-87 MG,None,1,1,2016-02-04,yes,0.00,TDS_3155013B.pdf,
Flow,169Tm,169,1,1,FDM,657,3169014A,Anti-Human Nanog (N31-355) -169Tm,Nanog,N31-355,Human,Human,Signaling and Transcription,Metal-Conjugated Antibodies,50 test,263,53.0,,,,ES cells (U. Conn.),None,1,1,2015-03-18,yes,0.00,TDS_3169014A.pdf,
Flow,151Eu,151,1,0,FDM,708,3151013A,Anti-Human Nestin (25/Nestin) -151Eu,Nestin,25/Nestin,Human,Human,Structure and Cytoskeleton,Metal-Conjugated Antibodies,50 test,1766,353.0,,,,NTERA2,None,1,1,2015-05-29,yes,0.00,TDS_3151013A.pdf,
Flow,143Nd,143,1,1,FDM,970,3143023A,Anti-Human NFAT1 (D43B1)-143Nd,NFAT1,D43B1,Human ,Human,Signaling and Transcription,Metal-Conjugated Antibodies,50 Test,141,6.0,,,,PBMC,None,1,1,2016-04-19,yes,0.00,TDS_3143023A.pdf,
Flow,165Ho,165,1,1,FDM,721,3165026B,Anti-Human Notch2 (MHN2-25) -165Ho,Notch2,MHN2-25,Human ,Human,CD and Surface Markers,Metal-Conjugated Antibodies,100 test,35,7.0,,,,MCF7,None,1,1,2015-05-29,yes,0.00,TDS_3165026B.pdf,
Flow,165Ho,165,1,1,FDM,323,3165006B,Anti-Human Notch3 (MHN3-21) -165Ho,Notch3,MHN3-21,Human,,CD and Surface Markers,Metal-Conjugated Antibodies,100 test,7,1.4,L,1.4,,Jurkat,none,1,1,2012-12-31,yes,0.00,TDS_3165006B.pdf,NEW
Flow,159Tb,159,1,1,FDM,903,3159025B,Anti-Human NPY1R (556153)-159Tb,NPY1R,556153,Human,Human,Signaling and Transcription,Metal-Conjugated Antibodies,100 Test,169,34.0,,,,MCF7,None,1,1,2015-10-29,yes,0.00,TDS_3159025B.pdf,
Flow,160Gd,160,1,1,FDM,908,3160019B,Anti-Human NRG1-alpha/HRG1-alpha EGF (goat poly) -160Gd,NRG1-alpha/HRG1-alpha EGF,goat polyclonal,Human,Human,Signaling and transcription,Metal-Conjugated Antibodies,100 Test,42,3.0,,,,MCF7,None,1,1,2015-10-29,yes,0.00,TDS_3160019B.pdf,
Flow,103Rh,103,1,0,FDM,491,201103B,Intercalator-103Rh,Nucleic Acid,N/A,Cross,,NA Intercalator,Cell-ID,2000 uM,80,16.0,,,,,,1,1,2014-01-24,yes,0.00,TDS_201103B.pdf,
Flow,165Ho,165,1,1,FDM,656,3165023A,Anti-Human/Mouse Oct-3/4 (40/Oct-3) -165Ho,Oct-3/4,40/Oct-3,Human/Mouse,Human,Signaling and Transcription,Metal-Conjugated Antibodies,50 test,862,172.0,,,,ES cells (U. Conn.),None,1,1,2015-03-18,yes,0.00,TDS_3165023A.pdf,
Flow,175Lu,175,1,1,FDM,744,3175022B,Anti-Human OTX2 (246826) -175Lu,OTX2,246826,Human,Human,Signaling and Transcription,Metal-Conjugated Antibodies,100 Test,600,120.0,,,,NTERA2,None,1,1,2015-06-15,yes,0.00,TDS_3175022B.pdf,
Flow,159Tb,159,1,1,FDM,845,3159026A,Anti-Human p21 Waf1/Cip1 (12D1)-159Tb,p21 Waf1/Cip1,12D1,Human,human,Cell Cycle and Proliferation,Metal-Conjugated Antibodies,50 Test ,16,5.12,,,,MCF7,none,1,1,2015-08-14,yes,0.00,TDS_3159026A.pdf,
Flow,149Sm,149,1,1,FDM,339,3149005A,Anti- p4E-BP1 [Thr37/46](236B4) -149Sm,p4E-BP1,236B4,Cross,,Signaling and Transcription,Metal-Conjugated Antibodies,50 test,208,6.0,M,1.6,,Jurkat,"Wortmannin, 2 hrs",1,1,2013-02-27,yes,0.00,TDS_3149005A.pdf,NEW
Flow,143Nd,143,1,1,FDM,732,3143018A,Anti-Human p53 (7F5) -143Nd,p53,7F5,Human,Human,Signaling and Transcription,Metal-Conjugated Antibodies,50 Test,12,3.0,,,,Hela,None,1,1,2015-06-15,yes,0.00,TDS_3143018A.pdf,
Flow,150Nd,150,1,1,FDM,939,3150024A,Anti-Human p53 (DO-7)-150Nd,p53,DO-7,Human ,Human,Cell Cycle and Proliferation,Metal-Conjugated Antibodies,50 Test ,27,5.0,,,,U-87 MG,None,1,1,2016-02-04,yes,0.00,TDS_3150024A.pdf,
Flow,152Sm,152,1,0,FDM,242,3152005A,Anti-pAkt [pS473] (D9E) -152Sm,pAkt [S473],D9E,Cross,,Signaling and Transcription,Metal-Conjugated Antibodies,50 test,137,6.0,,,,Jurkat,"Wortmannin, 2 hrs",1,1,2012-12-31,yes,0.00,TDS_3152005A.pdf,NEW
Flow,175Lu,175,1,1,FDM,815,3175026A,Anti-Cross,Pan-Actin,D18C11,Cross,human,Structure and Cytoskeleton,Metal-Conjugated Antibodies,50 Test,143,12.0,,,,Hela/Jurkat,none,1,1,2015-08-14,yes,0.00,TDS_3175026A.pdf,
Flow,162Dy,162,1,0,FDM,733,3162027A,Anti-Human Pan Keratin (C11) - 162Dy,Pan-Keratin,C11,Human,Human,Structure and Cytoskeleton,Metal-Conjugated Antibodies,50 Test,1266,253.0,,,,HeLa,None,1,1,2015-06-15,yes,0.00,TDS_3162027A.pdf,
Flow,161Dy,161,1,1,FDM,709,3161006A,Anti-Human pBad (40A9) -161Dy,pBad,40A9,Cross,Human,Cell Death and Apoptosis,Metal-Conjugated Antibodies,50 test,357,45.0,,,,COS-7,"TPA, 30 min",1,1,2015-05-29,yes,0.00,TDS_3161006A.pdf,
Flow,165Ho,165,1,1,FDM,343,3165009A,Anti-pCREB [S133] (87G3) -165Ho,pCREB [S133],87G3,Cross,Human,Signaling and Transcription,Metal-Conjugated Antibodies,50 test,979,196.0,,,,Jurkat,"PVO4, 15 min",1,1,2013-02-27,yes,0.00,TDS_3165009A.pdf,NEW
Flow,176Yb,176,1,1,FDM,342,3176005A,Anti-pCREB [S133] (87G3) -176Yb,pCREB [S133],87G3,Cross,Human,Signaling and Transcription,Metal-Conjugated Antibodies,50 test,333,10.2,,,,Jurkat,"PVO4, 15 min",1,1,2013-02-27,yes,0.00,TDS_3176005A.pdf,NEW
Flow,160Gd,160,1,1,FDM,411,3160007A,Anti-Human PDGF Receptor a (D13C6) -160Gd,PDGFRa,D13C6,Human,,CD and Surface Markers,Metal-Conjugated Antibodies,50 test,300,60.0,H,60.0,,NCI-H1703,,1,1,2013-05-24,yes,0.00,TDS_3160007A.pdf,
Flow,145Nd,145,1,0,FDM,469,3145006B,Anti-PE (PE001) -145Nd,PE,PE001,Cross,,Secondaries,Metal-Conjugated Antibodies,100 test,150,30.0,M,30.0,,na,na,1,1,2013-11-15,yes,0.00,TDS_3145006B.pdf,
Flow,156Gd,156,1,1,FDM,309,3156005B,Anti-PE (PE001) -156Gd,PE,PE001,Cross,,Secondaries,Metal-Conjugated Antibodies,100 test,150,30.0,M,30.0,,na,na,1,1,2012-12-31,yes,0.00,TDS_3156005B.pdf,NEW
Flow,165Ho,165,1,1,FDM,454,3165015B,Anti-PE (PE001) -165Ho,PE,PE001,Cross,,Secondaries,Metal-Conjugated Antibodies,100 test,150,30.0,M,30.0,,na,na,1,1,2013-09-25,yes,0.00,TDS_3165015B.pdf,
Flow,146Nd,146,1,1,FDM,359,3146007A,Anti-pEGFR [Y1068] (D7A5) -146Nd,pEGFR [Y1068],D7A5,Cross,Human,Signaling and Transcription,Metal-Conjugated Antibodies,50 test,300,7.2,,,,A-431,"EGF, 15 min",1,1,2013-04-01,yes,0.00,TDS_3146007A.pdf,NEW
Flow,175Lu,175,1,1,FDM,255,3175004B,Anti-Human Perforin (B-D48) -175Lu,Perforin,B-D48,Human,,Cell Death and Apoptosis,Metal-Conjugated Antibodies,100 test,533,107.0,,,,PBMC,none,1,1,2012-12-31,yes,0.00,TDS_3175004B.pdf,NEW
Flow,196Pt,196,1,1,FDM,1952,3196002C,Anti-Human Perforin (B-D48) - 196Pt,Perforin,B-D48,Human,Human,Cell Death and Apoptosis,Metal-Conjugated Antibodies,25 Test,63,12.5268,,,,,,1,1,,yes,,,
Flow,167Er,167,1,0,FDM,239,3167005A,Anti-pERK1/2 [T202/Y204] (D13.14.4E) -167Er,pERK1/2 [T202/Y204],D13.14.4E,Cross,,Signaling and Transcription,Metal-Conjugated Antibodies,50 test,783,149.0,M,1.6,,Jurkat,"Wortmannin, 15 min",1,1,2012-12-31,yes,0.00,TDS_3167005A.pdf,NEW
Flow,171Yb,171,1,1,FDM,420,3171010A,Anti-pErk12(202/204)(D13.14.4E) -171Yb,pERK 1/2 [T202/Y204],D13.14.4E,Cross,Human,Signaling and Transcription,Metal-Conjugated Antibodies,50 test,87,4.0,,,,Jurkat,"Wortmannin, 15 min",1,1,2013-06-28,yes,0.00,TDS_3171010A.pdf,
Flow,147Sm,147,1,1,FDM,941,3147016A,Anti-Human pHistone H2A.X [Ser139] (JBW301)-147Sm,pHistone H2A.X [Ser139],JBW301,Human ,Human,Cell Cycle and Proliferation,Metal-Conjugated Antibodies,50 Test ,229,14.0,,,,Jurkat ,Etoposide,1,1,2016-02-04,yes,0.00,TDS_3147016A.pdf,
Flow,175Lu,175,1,1,FDM,473,3175012A,Anti-pHistoneH3 [S28] (HTA28) -175Lu,pHistone H3 [S28],HTA28,Cross,Human,Cell Cycle and Proliferation,Metal-Conjugated Antibodies,50 Test,4915,983.0,,,,Jurkat,none,1,1,2013-11-15,yes,0.00,TDS_3175012A.pdf,
Flow,162Dy,162,1,0,FDM,258,3162004A,Anti-pLck[pT505] (4/LCK-Y505) -162Dy,pLck [T505],4/LCK-Y505,Cross,,Signaling and Transcription,Metal-Conjugated Antibodies,50 test,96,19.0,,,,Jurkat,"PVO4, 15 min",1,1,2012-12-31,yes,0.00,TDS_3162004A.pdf,
Flow,159Tb,159,1,1,FDM,414,3159010A,Anti-pMAPKAPK2 [T334] (27B7) -159Tb,pMAPKAPK2 [T334],27B7,Cross,,Signaling and Transcription,Metal-Conjugated Antibodies,50 test,721,62.0,,,,U937,"Anisomycin, 15 min",1,1,2013-05-24,yes,0.00,TDS_3159010A.pdf,
Flow,166Er,166,1,1,FDM,307,3166006A,Anti-Human pNF-kB p65 [pS529] (K10-895.12.50) -166Er,pNF-kB p65 [S529],K10-895.12.50,Human,,Signaling and Transcription,Metal-Conjugated Antibodies,50 test,212,42.0,L,0.6,,PBMC,"PMA/Iono, 15 min",1,1,2012-12-31,yes,0.00,TDS_3166006A.pdf,NEW
Flow,144Nd,144,1,0,FDM,629,3144015A,Anti-p-PLCg2 [pY759] (K86-689.37) -144Nd,pPLCg2 [pY759],K86-689.37,Cross,Human,Signaling and Transcription,Metal-Conjugated Antibodies,50 test,1275,225.0,,0.0,,Ramos,"PVO4, 15 minutes",1,1,2015-01-29,yes,0.00,TDS_3144015A.pdf,
Flow,162Dy,162,1,0,FDM,630,3162018A,Anti-p-PLCg2 [pY759] (K86-689.37) -162Dy,pPLCg2 [pY759],K86-689.37,Cross,Human,Signaling and Transcription,Metal-Conjugated Antibodies,50 test,2400,510.0,,,,Ramos,"PVO4, 15 min",1,1,2015-01-29,yes,0.00,TDS_3162018A.pdf,
Flow,150Nd,150,1,1,FDM,565,3150013A,Anti-pRb [S807/811] (J112-906) -150Nd,pRb [S807/811],J112-906,Cross,Human,Cell Cycle and Proliferation,Metal-Conjugated Antibodies,50 test,800,160.0,,,,Jurkat,None,1,1,2014-06-25,yes,0.00,TDS_3150013A.pdf,
Flow,166Er,166,1,1,FDM,474,3166011A,Anti-pRb [S807/811] (J112-906) -166Er,pRb [S807/811],J112-906,Cross,,Cell Cycle and Proliferation,Metal-Conjugated Antibodies,50 Test,2082,416.0,,,,MOLT-4,none,1,1,2013-11-15,yes,0.00,TDS_3166011A.pdf,
Flow,145Nd,145,1,0,FDM,816,3145011A,Anti-Human Progesterone Receptor (D8Q2J)-145Nd ,Progesterone Receptor A/B,D8Q2J,Human,human,Signaling and Transcription,Metal-Conjugated Antibodies,50 Test,156,13.0,,,,Hela/Jurkat,none,1,1,2015-08-14,yes,0.00,TDS_3145011A.pdf,
Flow,172Yb,172,1,1,FDM,291,3172008A,Anti-pS6 [S235/S236](N7-548) -172Yb,pS6 [S235/S236],N7-548,Cross,,Signaling and Transcription,Metal-Conjugated Antibodies,50 test,384,77.0,,,,Jurkat,"PVO4, 15 min",1,1,2012-12-31,yes,0.00,TDS_3172008A.pdf,NEW
